Id,Sales
1,4329.275620228934
2,7141.406046710113
3,8305.02150148573
4,6726.784953212004
5,6308.185651058926
6,5307.194765616397
7,7343.770200767108
8,7516.79953657952
9,4896.570379039947
10,5592.0180770474
11,6835.285113842253
12,7862.884665642609
13,6946.813611948017
14,9021.460789149854
15,5400.566580910239
16,4644.416989874358
17,5526.555547943812
18,9294.880603638949
19,10530.592930744946
20,9493.222982179395
21,7401.528928008042
22,5035.455145776127
23,5657.337885471162
24,4132.848194399544
25,7914.378836526956
26,10484.260640688732
27,9101.860452281473
28,5460.213275962496
29,4979.409882807571
30,4189.761201288378
31,5959.865148733918
32,10382.460108010804
33,6530.2631676156625
34,5389.988547729697
35,5457.956019063055
36,7277.348155759786
37,3802.1566582792484
38,7057.629109636599
39,4177.5605992151295
40,6723.019157975916
41,7273.005351146929
42,5274.457964689505
43,7620.370027733374
44,6553.21772090721
45,4531.266787178605
46,6722.867175466914
47,6753.195054004029
48,11242.736148288386
49,6057.269827275822
50,7985.644432645107
51,6825.101673724123
52,8968.890215309199
53,6383.918907315623
54,9014.069367570257
55,4642.465561771162
56,4942.295267283254
57,6031.366597093875
58,5733.322013598056
59,8710.27950123828
60,7667.092177443283
61,5421.352947252071
62,7542.566385475009
63,6394.708949902886
64,9850.620652091598
65,3867.4179313177056
66,12350.675387298472
67,4743.323349268603
68,6078.15059302551
69,7859.481388203889
70,4707.7492002437075
71,6140.768553864795
72,6171.1222134907175
73,7263.211191903152
74,5223.808004178048
75,5238.477609796858
76,7889.403704657151
77,7410.552657086436
78,6605.54427496343
79,4862.384412002485
80,6819.93887310766
81,11143.343315788763
82,6263.117876497143
83,4538.222685354623
84,6642.904579748426
85,5794.328318439154
86,6369.907331672515
87,7202.4757029775
88,3926.342892827178
89,7310.284418106416
90,5793.4132453718275
91,6632.443034083656
92,6387.845090788251
93,4057.209157625273
94,6099.1836334571535
95,5108.9328276938095
96,7837.933818502398
97,9014.173938207845
98,5074.404965948212
99,4380.4313775248465
100,6816.301528972312
101,5805.644510096612
102,5448.087428120938
103,7600.522667421193
104,6688.79273668478
105,7497.99047158244
106,5252.416150330111
107,4424.006668018254
108,6128.595734447906
109,8288.21971487979
110,7569.076654834028
111,7935.551954560388
112,7646.7582121687365
113,5741.848568462613
114,8152.698312997606
115,5396.572021862001
116,7385.121445252439
117,8988.425347572138
118,6552.877420620944
119,9605.677059639289
120,7596.642697474341
121,7555.592651517611
122,5872.500870662038
123,6838.036171039338
124,7479.5927312112435
125,6334.016262512303
126,4005.656884450718
127,5400.249064007239
128,7570.680125623815
129,6289.585183270256
130,4395.3776072113005
131,8288.753043747382
132,6770.971385706545
133,5800.599645686642
134,5434.838187987614
135,5379.813602848791
136,7157.773235585931
137,6941.871290353983
138,6882.867501469669
139,5450.685425060666
140,5320.020820219151
141,6446.6876969251625
142,3840.9369062164474
143,6007.4246703073595
144,4989.209480715107
145,8610.035393422595
146,7099.2211205017275
147,6479.804855757811
148,10285.085904068175
149,4847.425040692682
150,4861.5276169859135
151,9942.671000990047
152,6292.295566303679
153,8213.769185220997
154,7343.813632874797
155,5590.39840905758
156,6047.083443633379
157,5578.381345160182
158,8267.073518138768
159,10928.830467985088
160,6321.280498021023
161,3299.1253553408924
162,4566.859624452954
163,7867.879399352882
164,8616.506512460652
165,6209.964588972361
166,6696.135048089494
167,4728.350153708541
168,5489.987080619646
169,3097.6085045253067
170,4901.190990643822
171,5765.733842663651
172,6861.598795465658
173,7019.494924514324
174,6012.108179261363
175,7825.357746904873
176,8909.48735733864
177,7288.924876161214
178,4752.0311125611615
179,9322.513767666314
180,10253.200595261233
181,5789.023357156269
182,7318.470818903495
183,5297.1061134946885
184,6230.17333581443
185,4207.740740077633
186,7416.967931939654
187,4900.178851744406
188,8600.89962203469
189,6897.766100163405
190,8738.837038895219
191,7857.393835708254
192,5346.775561336032
193,8424.25118363508
194,18132.183157457388
195,10223.092375465209
196,5595.739327037691
197,2859.74466107079
198,5975.419332718909
199,8951.028084747488
200,5772.424193499611
201,12254.294348760122
202,18667.89168305451
203,3566.298051139233
204,5283.595662702704
205,9516.202577373215
206,4592.438253753155
207,8098.0976460776765
208,6727.823787367947
209,6946.359026281797
210,4044.4208708919255
211,6567.591468835921
212,6022.041463072932
213,7245.6242584186975
214,8936.097108859762
215,6378.019656081129
216,5803.203038231854
217,7057.202349937866
218,5005.719572102354
219,4799.532157168969
220,7670.273421809257
221,5868.091000110596
222,5942.920127881278
223,6753.649628496601
224,6070.033977056197
