Id,Sales
1,4397.99223865145
2,7132.225271170071
3,8371.478252970304
4,6641.948604952464
5,6117.549938429422
6,5298.505992471213
7,7580.938941179552
8,7476.007388828529
9,5019.735342192238
10,5594.588470754835
11,6835.948883477231
12,7859.740979307533
13,6918.087129091416
14,9073.605771891524
15,5460.84601887498
16,4746.512827641136
17,5484.102915377029
18,9269.191797579066
19,10734.16577673018
20,9469.654286921304
21,7247.7332448633915
22,5146.2899180301
23,5670.049601259599
24,4142.373427717373
25,7948.583926578862
26,10277.047942211686
27,9100.171634854774
28,5419.339220744867
29,4900.54045794337
30,4228.9956318925115
31,5950.115752083853
32,10310.723581658114
33,6603.132369352023
34,5367.804898393298
35,5423.034156998992
36,7295.829510530438
37,3874.667822326784
38,7106.358814995833
39,4140.4846957491145
40,6752.790746264225
41,7251.881626311322
42,5258.046384670816
43,7530.690881424037
44,6539.999466970117
45,4501.670828754239
46,6744.097011978473
47,6759.672748625194
48,11209.909901006053
49,6107.143366147964
50,8010.90622926078
51,6981.972533907584
52,9163.86354076989
53,6459.3834783472585
54,9008.54292091612
55,4655.505918564583
56,4929.905460972827
57,6055.684530575022
58,5771.746328245761
59,8783.019512838742
60,7638.27904173294
61,5434.204066680873
62,7504.247239672671
63,6408.73992004227
64,9783.391528578544
65,3876.1323752675557
66,12377.842337889633
67,4726.153681050394
68,6086.943621077487
69,7890.127745228143
70,4846.020083590776
71,6097.192553929994
72,6171.073491492238
73,7250.403641813512
74,5240.7403050335
75,5272.013716913468
76,7889.7785719921485
77,7482.240657495495
78,6609.73965684776
79,4757.1093480578475
80,6874.61218547607
81,11233.901304355992
82,6298.1219752640345
83,4631.5382564842685
84,6653.341588709869
85,5822.696233694652
86,6605.853030511583
87,7144.0709062931
88,3930.755308286113
89,7312.941600852268
90,5821.965479429956
91,6635.05554790923
92,6438.758044836747
93,4138.288211726946
94,6183.188920259441
95,5103.0655072418185
96,7782.900324172994
97,9139.282330063597
98,5136.002184448741
99,4438.403155469608
100,6891.4291595081895
101,5799.889362497564
102,5480.700773097953
103,7636.024967011207
104,6697.492941300254
105,7533.12602534135
106,5390.450547950933
107,4464.145375305461
108,6073.220818800029
109,8369.965325299563
110,7777.523223805776
111,7884.877760990724
112,7665.219661984372
113,5819.844377928924
114,8222.997259532509
115,5391.487808688836
116,7410.835242188858
117,9026.658266104114
118,6607.436825711545
119,9608.012818009347
120,7699.411276160888
121,7538.117631363321
122,5923.510894234137
123,6893.950961993168
124,7507.279393176527
125,6341.812973964515
126,4090.2000212414014
127,5431.597937263138
128,7580.032090656217
129,6416.5356554073005
130,4438.27921580598
131,8341.864858093051
132,6808.395972765146
133,5931.337086761116
134,5451.030326354878
135,5367.038688186416
136,7123.7372975005965
137,6970.932836874845
138,6908.706882955135
139,5479.392912517514
140,5024.63344792897
141,6494.306295736353
142,3848.853227325783
143,6043.515725651246
144,4942.162662605049
145,8676.520481225167
146,7088.774691246618
147,6497.099969663787
148,9717.522202321577
149,4860.726702362443
150,4956.723179984497
151,9980.045596519129
152,6307.57205884192
153,8168.852099641151
154,7334.564870809361
155,5617.1278800002065
156,5996.326135266063
157,5555.956715078672
158,8187.816201883273
159,11060.290584939909
160,6400.346811553033
161,3271.9956061521716
162,4603.601758279243
163,7835.070194310224
164,8581.586053035968
165,6317.873980853749
166,6763.708084753599
167,4712.290848598763
168,5594.909308467526
169,3099.6527345839604
